DomainCode;Domain;AreaCode;Country;ElementCode;Element;ItemCode;Item;Year;StocksNumber;Flag;Flag Description
QA;Live Animals;198;Slovenia;5112;Stocks;1068;Ducks;2014;11000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1068;Ducks;2015;10000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1068;Ducks;2016;14000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1068;Ducks;2017;15000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1072;Geese and guinea fowls;2014;3000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1072;Geese and guinea fowls;2015;2000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1072;Geese and guinea fowls;2016;3000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1072;Geese and guinea fowls;2017;3000;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;1016;Goats;2014;21240;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;1016;Goats;2015;22283;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;1016;Goats;2016;26959;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;1016;Goats;2017;22405;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;1096;Horses;2014;21832;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;1096;Horses;2015;22278;Im;FAO data based on imputation methodology
QA;Live Animals;198;Slovenia;5111;Stocks;1096;Horses;2016;22872;Im;FAO data based on imputation methodology
QA;Live Animals;198;Slovenia;5111;Stocks;1096;Horses;2017;22790;Im;FAO data based on imputation methodology
QA;Live Animals;198;Slovenia;5111;Stocks;1034;Pigs;2014;288350;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;1034;Pigs;2015;281319;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;1034;Pigs;2016;271385;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;1034;Pigs;2017;265744;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1140;Rabbits and hares;2014;96000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1140;Rabbits and hares;2015;88000;Im;FAO data based on imputation methodology
QA;Live Animals;198;Slovenia;5112;Stocks;1140;Rabbits and hares;2016;76000;Im;FAO data based on imputation methodology
QA;Live Animals;198;Slovenia;5112;Stocks;1140;Rabbits and hares;2017;71000;Im;FAO data based on imputation methodology
QA;Live Animals;198;Slovenia;5111;Stocks;976;Sheep;2014;108779;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;976;Sheep;2015;113648;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;976;Sheep;2016;109406;;Official data
QA;Live Animals;198;Slovenia;5111;Stocks;976;Sheep;2017;119845;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1079;Turkeys;2014;96000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1079;Turkeys;2015;121000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1079;Turkeys;2016;108000;;Official data
QA;Live Animals;198;Slovenia;5112;Stocks;1079;Turkeys;2017;156000;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1107;Asses;2014;12000;F;FAO estimate
QA;Live Animals;230;Ukraine;5111;Stocks;1107;Asses;2015;11978;Im;FAO data based on imputation methodology
QA;Live Animals;230;Ukraine;5111;Stocks;1107;Asses;2016;11954;Im;FAO data based on imputation methodology
QA;Live Animals;230;Ukraine;5111;Stocks;1107;Asses;2017;11974;Im;FAO data based on imputation methodology
QA;Live Animals;230;Ukraine;5114;Stocks;1181;Beehives;2014;2873;;Official data
QA;Live Animals;230;Ukraine;5114;Stocks;1181;Beehives;2015;2700;;Official data
QA;Live Animals;230;Ukraine;5114;Stocks;1181;Beehives;2016;2600;;Official data
QA;Live Animals;230;Ukraine;5114;Stocks;1181;Beehives;2017;2487;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1126;Camels;2014;800;F;FAO estimate
QA;Live Animals;230;Ukraine;5111;Stocks;1126;Camels;2015;810;Im;FAO data based on imputation methodology
QA;Live Animals;230;Ukraine;5111;Stocks;1126;Camels;2016;821;Im;FAO data based on imputation methodology
QA;Live Animals;230;Ukraine;5111;Stocks;1126;Camels;2017;819;Im;FAO data based on imputation methodology
QA;Live Animals;230;Ukraine;5111;Stocks;866;Cattle;2014;4397700;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;866;Cattle;2015;3884000;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;866;Cattle;2016;3750000;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;866;Cattle;2017;3682300;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1057;Chickens;2014;201008000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1057;Chickens;2015;193885000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1057;Chickens;2016;186354000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1057;Chickens;2017;184336000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1068;Ducks;2014;11490000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1068;Ducks;2015;11310000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1068;Ducks;2016;10150000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1068;Ducks;2017;10876000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1072;Geese and guinea fowls;2014;4880000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1072;Geese and guinea fowls;2015;5365000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1072;Geese and guinea fowls;2016;5115000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1072;Geese and guinea fowls;2017;4183000;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1016;Goats;2014;482600;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1016;Goats;2015;585300;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1016;Goats;2016;581400;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1016;Goats;2017;595900;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1096;Horses;2014;350400;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1096;Horses;2015;316800;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1096;Horses;2016;305800;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1096;Horses;2017;291500;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1034;Pigs;2014;7764400;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1034;Pigs;2015;7350700;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1034;Pigs;2016;7079000;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;1034;Pigs;2017;6669100;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1140;Rabbits and hares;2014;5461000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1140;Rabbits and hares;2015;5141000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1140;Rabbits and hares;2016;5043000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1140;Rabbits and hares;2017;4940000;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;976;Sheep;2014;859400;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;976;Sheep;2015;785800;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;976;Sheep;2016;743900;;Official data
QA;Live Animals;230;Ukraine;5111;Stocks;976;Sheep;2017;718900;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1079;Turkeys;2014;1981000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1079;Turkeys;2015;2115000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1079;Turkeys;2016;1825000;;Official data
QA;Live Animals;230;Ukraine;5112;Stocks;1079;Turkeys;2017;1575000;;Official data
