CountryCode;Country;ItemCode;Item;Year;Area_ha;Flag;FlagDescription
167;Czechia;6646;Forest land;2016;2667000;Fm;Manual Estimation
167;Czechia;6646;Forest land;2017;2667000;Fm;Manual Estimation
167;Czechia;6714;Primary Forest;2014;10000;Fm;Manual Estimation
167;Czechia;6714;Primary Forest;2016;10000;Fm;Manual Estimation
167;Czechia;6714;Primary Forest;2017;10000;Fm;Manual Estimation
167;Czechia;6717;Other naturally regenerated forest;2014;13580;Fm;Manual Estimation
167;Czechia;6717;Other naturally regenerated forest;2015;13700;Fm;Manual Estimation
167;Czechia;6717;Other naturally regenerated forest;2016;13700;Fm;Manual Estimation
167;Czechia;6717;Other naturally regenerated forest;2017;13700;Fm;Manual Estimation
167;Czechia;6716;Planted Forest;2014;2641420;Fm;Manual Estimation
167;Czechia;6716;Planted Forest;2016;2643300;Fm;Manual Estimation
167;Czechia;6716;Planted Forest;2017;2643300;Fm;Manual Estimation
167;Czechia;6600;Country area;2014;7887000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6600;Country area;2015;7887000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6600;Country area;2016;7887000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6600;Country area;2017;7887000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6601;Land area;2014;7722000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6601;Land area;2015;7721000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6601;Land area;2016;7722000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6601;Land area;2017;7721000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6602;Agriculture;2014;3516000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6602;Agriculture;2015;3494000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6602;Agriculture;2016;3489000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6602;Agriculture;2017;3521000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6610;Agricultural land;2014;3516000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6610;Agricultural land;2015;3494000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6610;Agricultural land;2016;3489000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6610;Agricultural land;2017;3521000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6620;Cropland;2014;2535000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6620;Cropland;2015;2536000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6620;Cropland;2016;2540000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6620;Cropland;2017;2543000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6621;Arable land;2014;2489000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6621;Arable land;2015;2493000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6621;Arable land;2016;2494000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6621;Arable land;2017;2498000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6630;Land under temporary crops;2014;2433000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6630;Land under temporary crops;2015;2420000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6630;Land under temporary crops;2016;2428000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6630;Land under temporary crops;2017;2437000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6633;Land under temp, meadows and pastures;2014;34000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6633;Land under temp, meadows and pastures;2015;38000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6633;Land under temp, meadows and pastures;2016;36000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6633;Land under temp, meadows and pastures;2017;34000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6640;Land with temporary fallow;2014;22000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6640;Land with temporary fallow;2015;35000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6640;Land with temporary fallow;2016;30000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6640;Land with temporary fallow;2017;26000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6650;Land under permanent crops;2014;46000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6650;Land under permanent crops;2015;43000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6650;Land under permanent crops;2016;46000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6650;Land under permanent crops;2017;45000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6655;Land under perm, meadows and pastures;2014;981000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6655;Land under perm, meadows and pastures;2015;958000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6655;Land under perm, meadows and pastures;2016;949000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6655;Land under perm, meadows and pastures;2017;978000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6663;Forestry;2015;2667000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6646;Forest land;2015;2667000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6714;Primary Forest;2015;10000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6716;Planted Forest;2015;2643300;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6680;Inland waters;2014;165000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6680;Inland waters;2015;165000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6680;Inland waters;2016;166000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6680;Inland waters;2017;166000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6773;Coastal waters;2014;0;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6773;Coastal waters;2015;0;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6773;Coastal waters;2016;0;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6773;Coastal waters;2017;0;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6643;Exclusive Economic Zone (EEZ);2014;0;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6643;Exclusive Economic Zone (EEZ);2015;0;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6643;Exclusive Economic Zone (EEZ);2016;0;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6690;Land area equipped for irrigation;2014;34000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6690;Land area equipped for irrigation;2015;34000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6690;Land area equipped for irrigation;2016;46000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6690;Land area equipped for irrigation;2017;46000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6611;Agriculture area actually irrigated;2014;18000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6611;Agriculture area actually irrigated;2015;18000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6611;Agriculture area actually irrigated;2016;25000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6611;Agriculture area actually irrigated;2017;25000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6671;Agriculture area under organic agric,;2014;477000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6671;Agriculture area under organic agric,;2015;483000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6671;Agriculture area under organic agric,;2016;491000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6671;Agriculture area under organic agric,;2017;505000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6672;Agriculture area certified organic;2014;456000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6672;Agriculture area certified organic;2015;432000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6672;Agriculture area certified organic;2016;429000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6672;Agriculture area certified organic;2017;459000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6668;Cropland area under organic agric,;2014;65000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6668;Cropland area under organic agric,;2015;74000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6668;Cropland area under organic agric,;2016;73000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6668;Cropland area under organic agric,;2017;77000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6669;Cropland area certified organic;2014;59000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6669;Cropland area certified organic;2015;61000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6669;Cropland area certified organic;2016;57000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6669;Cropland area certified organic;2017;62000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6681;Perm, meadows & pastures area under organic agric,;2014;412000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6681;Perm, meadows & pastures area under organic agric,;2015;409000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6681;Perm, meadows & pastures area under organic agric,;2016;418000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6681;Perm, meadows & pastures area under organic agric,;2017;428000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6682;Perm, meadows & pastures area certified organic;2014;396000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6682;Perm, meadows & pastures area certified organic;2015;371000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6682;Perm, meadows & pastures area certified organic;2016;371000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6682;Perm, meadows & pastures area certified organic;2017;397000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6664;Cropland area under conventional tillage;2016;1605000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6664;Cropland area under conventional tillage;2017;1605000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6665;Cropland area under conservation tillage;2016;775000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6665;Cropland area under conservation tillage;2017;755000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6666;Cropland area under zero or no tillage;2016;33000;Q;Official data reported on FAO Questionnaires from countries
167;Czechia;6666;Cropland area under zero or no tillage;2017;33000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6670;Other land;2014;5140000;Fc;Calculated data
79;Germany;6670;Other land;2015;5043000;Fc;Calculated data
79;Germany;6670;Other land;2016;5175000;Fc;Calculated data
79;Germany;6670;Other land;2017;5421000;Fc;Calculated data
79;Germany;6671;Agriculture area under organic agric,;2014;1048000;W;Data reported on country official publications or web sites (Official) or trade country files
79;Germany;6663;Forestry;2014;11417000;Fm;Manual Estimation
79;Germany;6663;Forestry;2016;11419000;Fm;Manual Estimation
79;Germany;6663;Forestry;2017;11419000;Fm;Manual Estimation
79;Germany;6646;Forest land;2014;11417000;Fm;Manual Estimation
79;Germany;6646;Forest land;2016;11419000;Fm;Manual Estimation
79;Germany;6646;Forest land;2017;11419000;Fm;Manual Estimation
79;Germany;6714;Primary Forest;2014;0;Fm;Manual Estimation
79;Germany;6714;Primary Forest;2016;0;Fm;Manual Estimation
79;Germany;6714;Primary Forest;2017;0;Fm;Manual Estimation
79;Germany;6717;Other naturally regenerated forest;2014;6123000;Fm;Manual Estimation
79;Germany;6717;Other naturally regenerated forest;2016;6124000;Fm;Manual Estimation
79;Germany;6717;Other naturally regenerated forest;2017;6124000;Fm;Manual Estimation
79;Germany;6716;Planted Forest;2014;5294000;Fm;Manual Estimation
79;Germany;6716;Planted Forest;2016;5295000;Fm;Manual Estimation
79;Germany;6716;Planted Forest;2017;5295000;Fm;Manual Estimation
79;Germany;6690;Land area equipped for irrigation;2014;686000;Fm;Manual Estimation
79;Germany;6690;Land area equipped for irrigation;2015;680000;Fm;Manual Estimation
79;Germany;6690;Land area equipped for irrigation;2017;676400;Fm;Manual Estimation
79;Germany;6600;Country area;2014;35738000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6600;Country area;2015;35740900;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6600;Country area;2016;35758000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6600;Country area;2017;35758000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6601;Land area;2014;34890000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6601;Land area;2015;34886000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6601;Land area;2016;34936000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6601;Land area;2017;34937000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6602;Agriculture;2014;18333000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6602;Agriculture;2015;18424000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6602;Agriculture;2016;18342000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6602;Agriculture;2017;18097000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6610;Agricultural land;2014;16725000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6610;Agricultural land;2015;16731000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6610;Agricultural land;2016;16657000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6610;Agricultural land;2017;16687000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6620;Cropland;2014;12072000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6620;Cropland;2015;12051000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6620;Cropland;2016;11962000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6620;Cropland;2017;11971000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6621;Arable land;2014;11869000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6621;Arable land;2015;11846000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6621;Arable land;2016;11762000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6621;Arable land;2017;11772000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6630;Land under temporary crops;2014;8823000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6630;Land under temporary crops;2015;8790000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6630;Land under temporary crops;2016;8662000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6630;Land under temporary crops;2017;8700000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6633;Land under temp, meadows and pastures;2014;2857000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6633;Land under temp, meadows and pastures;2015;2746000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6633;Land under temp, meadows and pastures;2016;2790000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6633;Land under temp, meadows and pastures;2017;2754000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6640;Land with temporary fallow;2014;189000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6640;Land with temporary fallow;2015;310000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6640;Land with temporary fallow;2016;310000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6640;Land with temporary fallow;2017;318000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6650;Land under permanent crops;2014;203000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6650;Land under permanent crops;2015;205000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6650;Land under permanent crops;2016;200000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6650;Land under permanent crops;2017;199000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6655;Land under perm, meadows and pastures;2014;4651000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6655;Land under perm, meadows and pastures;2015;4677000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6655;Land under perm, meadows and pastures;2016;4694000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6655;Land under perm, meadows and pastures;2017;4715000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6649;Land under protective cover;2014;4000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6649;Land under protective cover;2015;4000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6649;Land under protective cover;2016;4000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6663;Forestry;2015;11419000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6646;Forest land;2015;11419000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6714;Primary Forest;2015;0;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6717;Other naturally regenerated forest;2015;6124000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6716;Planted Forest;2015;5295000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6680;Inland waters;2014;848000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6680;Inland waters;2015;855000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6680;Inland waters;2016;789000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6680;Inland waters;2017;788000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6690;Land area equipped for irrigation;2016;676400;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6611;Agriculture area actually irrigated;2016;451800;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6671;Agriculture area under organic agric,;2015;1088800;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6671;Agriculture area under organic agric,;2016;1135500;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6671;Agriculture area under organic agric,;2017;1138300;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6668;Cropland area under organic agric,;2016;496400;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6668;Cropland area under organic agric,;2017;483900;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6681;Perm, meadows & pastures area under organic agric,;2016;639000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6681;Perm, meadows & pastures area under organic agric,;2017;636000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6664;Cropland area under conventional tillage;2016;6313100;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6665;Cropland area under conservation tillage;2016;4717900;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6666;Cropland area under zero or no tillage;2016;93900;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6775;Farm buildings & farmyards;2016;275000;Q;Official data reported on FAO Questionnaires from countries
79;Germany;6775;Farm buildings & farmyards;2017;244000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6670;Other land;2014;1496600;Fc;Calculated data
97;Hungary;6670;Other land;2015;1475000;Fc;Calculated data
97;Hungary;6670;Other land;2016;1497000;Fc;Calculated data
97;Hungary;6670;Other land;2017;1493000;Fc;Calculated data
97;Hungary;6663;Forestry;2014;2064400;Fm;Manual Estimation
97;Hungary;6663;Forestry;2016;2069000;Fm;Manual Estimation
97;Hungary;6663;Forestry;2017;2069000;Fm;Manual Estimation
97;Hungary;6646;Forest land;2014;2064400;Fm;Manual Estimation
97;Hungary;6646;Forest land;2016;2069000;Fm;Manual Estimation
97;Hungary;6646;Forest land;2017;2069000;Fm;Manual Estimation
97;Hungary;6714;Primary Forest;2014;0;Fm;Manual Estimation
97;Hungary;6714;Primary Forest;2016;0;Fm;Manual Estimation
97;Hungary;6714;Primary Forest;2017;0;Fm;Manual Estimation
97;Hungary;6717;Other naturally regenerated forest;2014;417000;Fm;Manual Estimation
97;Hungary;6717;Other naturally regenerated forest;2016;417000;Fm;Manual Estimation
97;Hungary;6717;Other naturally regenerated forest;2017;417000;Fm;Manual Estimation
97;Hungary;6716;Planted Forest;2014;1647400;Fm;Manual Estimation
97;Hungary;6716;Planted Forest;2016;1652000;Fm;Manual Estimation
97;Hungary;6716;Planted Forest;2017;1652000;Fm;Manual Estimation
97;Hungary;6690;Land area equipped for irrigation;2015;207000;Fm;Manual Estimation
97;Hungary;6690;Land area equipped for irrigation;2017;230000;Fm;Manual Estimation
97;Hungary;6600;Country area;2014;9303000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6600;Country area;2015;9303000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6600;Country area;2016;9303000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6600;Country area;2017;9303000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6601;Land area;2014;9126000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6601;Land area;2015;9126000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6601;Land area;2016;9126000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6601;Land area;2017;9126000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6602;Agriculture;2014;5565000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6602;Agriculture;2015;5582000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6602;Agriculture;2016;5560000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6602;Agriculture;2017;5564000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6610;Agricultural land;2014;5264000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6610;Agricultural land;2015;5264000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6610;Agricultural land;2016;5282000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6610;Agricultural land;2017;5303000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6620;Cropland;2014;4503000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6620;Cropland;2015;4503000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6620;Cropland;2016;4499000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6620;Cropland;2017;4499000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6621;Arable land;2014;4322000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6621;Arable land;2015;4324000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6621;Arable land;2016;4323000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6621;Arable land;2017;4323000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6630;Land under temporary crops;2014;4235000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6630;Land under temporary crops;2015;4173000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6630;Land under temporary crops;2016;4147000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6630;Land under temporary crops;2017;4077000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6633;Land under temp, meadows and pastures;2014;15000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6633;Land under temp, meadows and pastures;2015;20000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6633;Land under temp, meadows and pastures;2016;29000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6633;Land under temp, meadows and pastures;2017;57000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6640;Land with temporary fallow;2014;72000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6640;Land with temporary fallow;2015;131000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6640;Land with temporary fallow;2016;147000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6640;Land with temporary fallow;2017;189000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6650;Land under permanent crops;2014;181000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6650;Land under permanent crops;2015;179000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6650;Land under permanent crops;2016;176000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6650;Land under permanent crops;2017;176000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6655;Land under perm, meadows and pastures;2014;761000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6655;Land under perm, meadows and pastures;2015;761000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6655;Land under perm, meadows and pastures;2016;783000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6655;Land under perm, meadows and pastures;2017;804000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6656;Perm, meadows & pastures - Cultivated;2014;85000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6656;Perm, meadows & pastures - Cultivated;2015;87000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6656;Perm, meadows & pastures - Cultivated;2016;71000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6659;Perm, meadows & pastures - Nat, growing;2014;676000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6659;Perm, meadows & pastures - Nat, growing;2015;674000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6659;Perm, meadows & pastures - Nat, growing;2016;712000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6649;Land under protective cover;2014;301000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6649;Land under protective cover;2015;318000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6649;Land under protective cover;2016;278000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6649;Land under protective cover;2017;261000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6663;Forestry;2015;2069000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6646;Forest land;2015;2069000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6714;Primary Forest;2015;0;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6717;Other naturally regenerated forest;2015;417000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6716;Planted Forest;2015;1652000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6680;Inland waters;2014;177000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6680;Inland waters;2015;177000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6680;Inland waters;2016;177000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6680;Inland waters;2017;177000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6690;Land area equipped for irrigation;2014;184800;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6690;Land area equipped for irrigation;2016;230000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6611;Agriculture area actually irrigated;2014;99320;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6611;Agriculture area actually irrigated;2015;124300;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6611;Agriculture area actually irrigated;2016;97700;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6611;Agriculture area actually irrigated;2017;101400;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6694;Cropland area actually irrigated;2014;99300;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6694;Cropland area actually irrigated;2016;97500;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6694;Cropland area actually irrigated;2017;101300;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6657;Perm, meadows & pastures area actually irrig,;2014;20;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6657;Perm, meadows & pastures area actually irrig,;2016;200;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6657;Perm, meadows & pastures area actually irrig,;2017;100;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6671;Agriculture area under organic agric,;2014;124500;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6671;Agriculture area under organic agric,;2015;129700;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6671;Agriculture area under organic agric,;2016;186300;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6671;Agriculture area under organic agric,;2017;199700;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6672;Agriculture area certified organic;2014;111000;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6672;Agriculture area certified organic;2015;94100;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6672;Agriculture area certified organic;2016;91300;Q;Official data reported on FAO Questionnaires from countries
97;Hungary;6672;Agriculture area certified organic;2017;104500;Q;Official data reported on FAO Questionnaires from countries
