Domain;DOC_flux_natural_tonC_per_ha_yr;DOC_flux_natural_lower_threshold_tonC_per_ha_yr;DOC_flux_natural_upper_threshold_tonC_per_ha_yr;deltaDOC_drainage;deltaDOC_drainage_lower_threshold;deltaDOC_drainage_upper_threshold;Ratio_DOC_CO2;Ratio_DOC_CO2_lower_threshold;Ratio_DOC_CO2_upper_threshold;EF_DOC_drained_tonC_per_ha_yr ;EF_DOC_drained_lower_threshold_tonC_per_ha_yr;EF_DOC_drained_upper_threshold_tonC_per_ha_yr
Temperate;0.21;0.17;0.26;0.6;0.43;0.78;0.9;0.8;1;0.31;0.19;0.46
