Animals;Animal_description;Unit;NUTS2;THS_HD_2007;THS_HD_2008;THS_HD_2009;THS_HD_2010;THS_HD_2011;THS_HD_2012;THS_HD_2013;THS_HD_2014;THS_HD_2015;THS_HD_2016;THS_HD_2017;THS_HD_2018;data_quality_2007;data_quality_2008;data_quality_2009;data_quality_2010;data_quality_2011;data_quality_2012;data_quality_2013;data_quality_2014;data_quality_2015;data_quality_2016;data_quality_2017;data_quality_2018
A4100;sheep;THS_HD;FR53;758.8;NaN;665.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR53;462.1;NaN;485.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR61;777.4;803;781.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR61;116.9;117.7;112.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR61;464.4;479.74;468;NaN;NaN;NaN;NaN;NaN;NaN;352;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR61;779.5;NaN;760.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR61;33.8;NaN;35.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR62;1270;1326.6;1295.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR62;156.6;160.5;153;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR62;491.1;467.14;460;NaN;NaN;NaN;NaN;NaN;NaN;372;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR62;2104.7;NaN;1976.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR62;106.4;NaN;119.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR63;1099.4;1135.9;1139.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR63;37.5;38.6;37.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR63;142.3;142.29;128;NaN;NaN;NaN;NaN;NaN;NaN;116;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR63;617.1;NaN;525.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR63;19.3;NaN;20.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR71;970.8;1031.6;1025;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR71;276.6;284.9;277.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR71;355.3;338.66;305;NaN;NaN;NaN;NaN;NaN;NaN;349;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR71;419.1;NaN;336;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR71;150.7;NaN;154.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR72;1538.3;1638.2;1629.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR72;242;250.9;242.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR72;279.6;267.76;265;NaN;NaN;NaN;NaN;NaN;NaN;200;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR72;629.4;NaN;553.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR72;27.3;NaN;26.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR81;197.7;217;216.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR81;21.5;22.2;21.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR81;28.4;24.69;24;NaN;NaN;NaN;NaN;NaN;NaN;27;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR81;358.9;NaN;313.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR81;24.9;NaN;262.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR82;63.1;67.9;68.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR82;8.9;8.7;8.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR82;65;25.76;26;NaN;NaN;NaN;NaN;NaN;NaN;22;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR82;855.6;NaN;808.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR82;26.1;NaN;27;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR83;75.1;68;68.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR83;0.1;0.1;0.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR83;23;16.53;17;NaN;NaN;NaN;NaN;NaN;NaN;20;NaN;NaN;;;;;;;;;;provisional;;
A4100;sheep;THS_HD;FR83;115.4;NaN;113.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR83;32.8;NaN;33.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR91;NaN;80.1;78.4;75.5;72.8;71;56;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR91;NaN;0;0;0;0.01;0;0;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR91;NaN;14.54;NaN;16;16;16;15;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;FR91;NaN;NaN;NaN;2;1;1.43;1;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR91;NaN;NaN;NaN;17;16;14;13;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR92;NaN;NaN;NaN;NaN;NaN;NaN;4;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR93;NaN;15.3;15.7;16.6;17.5;18;18;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR93;NaN;0.5;0.5;0.6;0.63;1;1;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR93;NaN;3.54;NaN;5;5;5;5;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;FR93;NaN;NaN;NaN;1;1;1.15;1;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR93;NaN;NaN;NaN;2;2;2;2;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2000;bovine animals;THS_HD;FR94;NaN;33.9;32.4;31.5;30.4;30;29;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FR94;NaN;3.6;3.3;3.1;3.1;3;3;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FR94;NaN;77.64;NaN;71;69;68;66;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4100;sheep;THS_HD;FR94;NaN;NaN;NaN;3;2;2.34;2;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A4200;goats;THS_HD;FR94;NaN;NaN;NaN;22;18;18;17;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FRA1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;15;NaN;NaN;;;;;;;;;;provisional;;
A2000;bovine animals;THS_HD;FRA2;NaN;43.2;42.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FRA2;NaN;0.3;0.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FRA2;NaN;9.39;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10;NaN;NaN;;;;;;;;;;provisional;;
A2000;bovine animals;THS_HD;FRA3;NaN;15.3;15.7;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FRA3;NaN;0.5;0.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FRA3;NaN;3.54;NaN;NaN;NaN;NaN;NaN;NaN;NaN;5;NaN;NaN;;;;;;;;;;provisional;;
A2000;bovine animals;THS_HD;FRA4;NaN;33.9;32.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A2300F;dairy cows;THS_HD;FRA4;NaN;3.6;3.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;;;;;;;;;;;;
A3100;pigs;THS_HD;FRA4;NaN;77.64;NaN;NaN;NaN;NaN;NaN;NaN;NaN;64;NaN;NaN;;;;;;;;;;provisional;;
A3100;pigs;THS_HD;FRA5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;NaN;NaN;;;;;;;;;;provisional;;
A2000;bovine animals;THS_HD;FRB0;621.9;641.8;636.8;634.8;619;613;610;612;628;606;599.68;590.76;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRB0;67;67;64.6;64.8;64.41;63;63;62;61;60;59.22;58.29;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRB0;357.8;359.74;347;344;330;337;333;334;304;350;343;354;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRB0;254.6;NaN;206.3;208;200;203.04;186;183;178;180;170.17;166.73;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRB0;148.1;NaN;154;154;144;140;135;137;130;125;134;129.91;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRC1;1319.5;1382.7;1374.4;1369.6;1347.1;1354;1347;1348;1374;1319;1321.31;1292.93;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRC1;61.8;62.5;60.6;60.1;59.16;58;57;57;56;55;54.43;52.99;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRC1;175.1;183.09;169;152;137;131;125;128;128;110;113;112;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRC1;278.4;NaN;240.9;268;265;248.32;230;227;223;215;194.86;211.29;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRC1;34.6;NaN;34.8;39;38;37;35;36;34;36;36;36.23;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRC2;591.5;376.4;613.3;608.8;602.4;604;618;625;637;634;642.5;621.14;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRC2;191;107.5;197.2;197.5;195.81;198;205;205;207;210;209.36;206.48;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRC2;128.9;125.44;120;117;112;114;113;110;117;100;101;90;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRC2;77.5;NaN;72.5;64;61;59.92;57;57;56;56;54.12;55.93;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRC2;3.4;NaN;3.6;6;5;5;5;5;5;5;5;4.91;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRD1;1645.8;1675.1;1658.4;1626.3;1593.3;1595;1609;1619;1627;1595;1608.28;1585.38;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRD1;450.6;457.3;446.1;443.4;437.16;439;444;448;449;451;451.59;451.9;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRD1;578;559.97;570;589;591;561;562;549;590;564;589;590;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRD1;95.4;NaN;80.2;112;108;103.53;102;104;106;103;99.91;86.24;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRD1;6.7;NaN;5.7;5;5;5;5;5;5;4;5;4.75;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRD2;637.2;645.3;632.1;620.3;601.2;596;602;601;593;577;575.5;563.61;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRD2;139.2;140.2;135.2;133.2;131.11;130;131;131;127;125;123.21;122.48;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRD2;153.1;143.97;144;158;166;177;159;157;164;158;160;148;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRD2;84.9;NaN;72.5;92;86;73.71;68;62;64;57;52.36;59.68;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRD2;2.6;NaN;2.6;3;3;3;2;2;2;2;2;2.45;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRE1;679.4;684;675;683;675;687;701;709;710;694;694.01;687.51;;;provisional;provisional;provisional;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRE1;184.5;185;178;180;181;182;187;190;190;186;185.43;186.49;;;provisional;provisional;provisional;;;provisional;;;;
A3100;pigs;THS_HD;FRE1;503.2;490.63;482;488;489;494;471;490;506;453;475;476;;;provisional;provisional;provisional;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRE1;50.9;NaN;44.9;40;56;49.49;47;47;46;47;44.82;46.38;;;;;provisional;;;;;definition differs;;
A4200;goats;THS_HD;FRE1;1;NaN;1.1;1;2;2;2;2;2;2;2;2.27;;;;;provisional;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRE2;537.9;554;543.8;536.6;524.4;523;531;533;529;513;505.25;492.31;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRE2;131.2;132.9;128.1;127.3;125.82;123;124;124;121;116;113.97;113.1;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRE2;165.1;161.28;151;136;131;122;126;122;104;96;91;87;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRE2;87.6;NaN;95.4;110;105;95.42;90;88;81;90;87.31;85.67;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRE2;0.8;NaN;0.9;2;2;2;1;1;1;1;1;1.48;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRF1;162.4;411.9;167.1;166.4;165.4;165;168;171;173;171;172.89;168.32;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRF1;45.8;141;44.6;44.5;44.64;45;45;46;46;46;45.67;45.04;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRF1;100;102.73;101;103;101;100;97;96;97;93;97;100;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRF1;27.7;NaN;28.5;38;37;35.61;34;34;33;33;32.13;33.18;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRF1;1.7;NaN;1.4;5;4;4;4;4;4;4;4;4.1;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRF2;617.1;638.6;628.1;612.5;596.2;592;594;596;599;587;582.34;571.31;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRF2;106.8;108.4;104.6;101.5;99.31;98;98;96;95;93;91.15;90.23;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRF2;176.6;161.9;161;186;183;188;176;187;195;211;217;214;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRF2;145.1;NaN;136;140;136;132.45;123;118;115;121;108.91;133.67;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRF2;1.1;NaN;0.6;1;1;1;1;1;1;1;1;1.14;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRF3;962.6;991.1;975.1;958.1;938.3;933;936;939;934;917;913.67;894.71;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRF3;194.2;197.2;190.6;187.6;184.71;183;185;185;184;182;179.5;178.68;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRF3;100.3;88.89;89;103;101;72;70;95;97;94;97;100;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRF3;260.2;NaN;215.9;267;252;235.15;209;203;204;199;182.7;213.98;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRF3;2.5;NaN;2.7;6;6;5;5;5;5;5;5;5.12;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRG0;2566.4;2639.4;2627.1;2579.4;2510.4;2502;2538;2551;2545;2512;2480.12;2422.49;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRG0;506;521.4;509.9;508.3;502.54;506;526;532;528;530;527.36;524.22;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRG0;1701.2;1742.97;1738;1641;1611;1603;1574;1582;1564;1475;1492;1453;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRG0;180.3;NaN;142.9;149;147;146.91;138;140;129;128;121.89;123.71;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRG0;139.5;NaN;157.7;161;159;150;147;148;151;157;156;151.68;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRH0;1996.6;2082.1;2074.9;2054.8;2021.2;2010;2044;2054;2060;2020;2039.87;2008.82;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRH0;710.7;734.2;721;728.4;721.74;727;748;751;751;753;755.18;750.38;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRH0;8578.7;8531.24;8396;8100;7898;7724;7617;7443;7521;7203;7625;8065;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRH0;91.9;NaN;78.3;78;77;76.97;77;78;77;78;72.21;70.87;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRH0;21.8;NaN;21.3;30;31;29;29;29;29;28;29;26.24;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRI1;777.4;803;781.2;767.6;742.2;713;697;689;687;674;655.41;635.59;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRI1;116.9;117.7;112.2;108.7;105.29;99;94;89;85;81;74.95;69.82;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRI1;464.4;479.74;468;399;414;418;388;374;376;352;358;384;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRI1;779.5;NaN;760.9;817;782;779.23;735;731;715;741;743.4;795.2;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRI1;33.8;NaN;35.6;54;53;51;49;47;46;46;44;50.7;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRI2;1099.4;1135.9;1139.6;1119.8;1074;1073;1069;1092;1116;1099;1085.44;1054.32;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRI2;37.5;38.6;37.6;36.2;34.91;33;33;33;32;30;28.05;26.71;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRI2;142.3;142.29;128;153;149;135;120;139;116;116;125;113;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRI2;617.1;NaN;525.4;523;488;491.56;451;449;442;430;393.75;401.4;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRI2;19.3;NaN;20.4;26;24;23;21;21;21;19;22;24.91;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRI3;763.2;796.1;795.3;786.9;762.5;754;755;761;765;752;740.49;723.66;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRI3;102.9;104;100.5;97.9;95.94;92;90;87;84;82;78.37;76.43;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRI3;389.7;387.58;383;405;394;394;377;391;349;326;351;354;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRI3;758.8;NaN;665.2;660;602;593.8;555;559;547;571;529.26;619.02;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRI3;462.1;NaN;485.8;450;431;402;405;403;385;368;369;365.69;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRJ1;197.7;217;216.2;215.1;210.2;210;212;217;223;219;222.41;219.75;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRJ1;21.5;22.2;21.1;20.4;19.86;20;19;19;19;18;17.24;16.26;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRJ1;28.4;24.69;24;30;29;29;28;28;28;27;28;29;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRJ1;358.9;NaN;313.6;348;324;323.85;317;329;330;317;301.83;329.2;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRJ1;24.9;NaN;262.2;28;26;25;25;23;22;24;22;24.41;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRJ2;1270;1326.6;1295.9;1278.2;1243.9;1214;1203;1215;1222;1197;1197.49;1168.87;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRJ2;156.6;160.5;153;148.8;144.37;138;135;131;126;121;116.02;110.33;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRJ2;491.1;467.14;460;429;433;461;402;402;396;372;409;380;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRJ2;2104.7;NaN;1976.9;2045;1982;1919.76;1946;1948;1926;1958;1922.57;1926.72;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRJ2;106.4;NaN;119.5;152;150;141;135;131;131;123;124;145.98;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRK1;1538.3;1638.2;1629.2;1623.1;1568.7;1577;1576;1603;1632;1589;1606.78;1575.85;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRK1;242;250.9;242.2;235.4;228.93;226;225;224;216;212;208.87;202.41;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRK1;279.6;267.76;265;259;248;239;225;228;234;200;206;211;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRK1;629.4;NaN;553.7;555;536;519.35;488;485;483;489;459.38;476.95;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRK1;27.3;NaN;26.2;34;34;35;31;29;29;31;33;32.28;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRK2;970.8;1031.6;1025;1020.9;1001.6;1000;1013;1025;1038;1021;1020.82;990.59;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRK2;276.6;284.9;277.8;274.5;269.09;266;269;268;264;263;258.09;251.44;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRK2;355.3;338.66;305;327;298;302;292;294;272;349;326;303;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRK2;419.1;NaN;336;417;392;379.31;371;380;378;382;370.73;376.78;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRK2;150.7;NaN;154.4;156;143;138;139;141;135;132;127;138.01;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRL0;63.1;67.9;68.8;68.1;67;65;67;68;70;70;70.9;68.97;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRL0;8.9;8.7;8.6;8.1;7.87;8;8;7;7;7;7.07;6.77;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRL0;65;25.76;26;24;23;23;22;22;23;22;23;23;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRL0;855.6;NaN;808.9;855;842;852.13;836;818;795;836;813.62;844.55;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRL0;26.1;NaN;27;36;36;32;31;33;31;33;36;34.14;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRM0;75.1;68;68.2;70.1;68.4;64;64;64;63;63;62.58;58.21;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRM0;0.1;0.1;0.1;0.1;0.05;0;0;0;0;0;0.08;0.07;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRM0;23;16.53;17;22;21;21;20;20;21;20;21;21;;;provisional;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRM0;115.4;NaN;113.6;128;121;106.51;107;103;105;101;96.85;83.55;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRM0;32.8;NaN;33.8;46;41;35;37;33;32;31;32;35.12;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRY1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;46;47;46;47.34;42.07;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRY1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0;0;0;0;0;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRY1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;15;15;15;15;16;;;;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRY1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1;1;1;1.31;1.36;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRY1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11;9;9;7;7.11;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRY2;NaN;43.2;42.1;40.4;39;39;39;38;35;32;32.36;30.71;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRY2;NaN;0.3;0.3;0.3;0.26;0;0;0;0;0;0.15;0.12;;;;;;;;provisional;;;;
A3100;pigs;THS_HD;FRY2;NaN;9.39;NaN;11;11;11;10;10;10;10;10;11;;;;;;;;;provisional;provisional;;
A4100;sheep;THS_HD;FRY2;NaN;NaN;NaN;12;11;10.82;10;10;10;10;9.95;10.36;;;;;;;;;;definition differs;;
A4200;goats;THS_HD;FRY2;NaN;NaN;NaN;7;5;4;4;3;3;3;3;2.43;;;;;;;;;;definition differs;;
A2000;bovine animals;THS_HD;FRY3;NaN;15.3;15.7;16.6;17.5;18;18;18;19;19;19.02;18.19;;;;;;;;provisional;;;;
A2300F;dairy cows;THS_HD;FRY3;NaN;0.5;0.5;0.6;0.63;1;1;1;1;1;0.64;0.6;;;;;;;;provisional;;;;
